order_id,order_date,customer_id,store_id,product_id,quantity,unit_price,discount_amount,payment_method,sales_channel
ORD-008479,01-17-2025,CUST-01930,STORE-001,PROD-0080,2,202.43,0.0,Credit Card,Mobile App
ORD-003996,2025-05-15,CUST-00286,STORE-023,PROD-0171,1,359.82,0.0,Cash,Physical Store
ORD-004705,2025-08-06,CUST-01672,STORE-010,PROD-0022,1,402.49,0.0,Cash,Mobile App
ORD-023652,13/05/2025,CUST-01808,STORE-001,PROD-0031,2,618.19,0.0,Wallet,Physical Store
ORD-024253,2025-02-18,CUST-02289,STORE-020,PROD-0062,1,110.48,0.0,Bank Transfer,Physical Store
ORD-015392,11-20-2025,CUST-00945,STORE-004,PROD-0020,1,257.62,0.0,Credit Card,Mobile App
ORD-021479,16/05/2025,CUST-04820,STORE-009,PROD-0066,4,227.04,90.82,Debit Card,Mobile App
ORD-002767,25/08/2025,CUST-02326,STORE-026,PROD-0019,2,69.61,6.96,Bank Transfer,Website
ORD-022368,2025-10-23,CUST-02293,STORE-001,PROD-0136,2,598.04,299.02,Wallet,Marketplace
ORD-020972,09/02/2025,CUST-02600,STORE-004,PROD-0023,1,103.15,10.32,Wallet,Marketplace
ORD-023738,20/12/2025,CUST-01073,STORE-020,PROD-0115,3,176.2,0.0,Bank Transfer,Mobile App
ORD-014629,04-15-2025,CUST-02511,STORE-020,PROD-0065,2,162.73,0.0,Bank Transfer,Mobile App
ORD-002874,22/10/2025,CUST-00748,STORE-004,PROD-0157,2,53.27,26.64,Bank Transfer,Website
ORD-024674,17/01/2025,CUST-00848,STORE-019,PROD-0068,2,20.67,2.07,Cash,Physical Store
ORD-024419,20/08/2025,CUST-01885,STORE-024,PROD-0034,3,370.21,0.0,Wallet,Marketplace
ORD-014882,2025-04-23,CUST-03735,STORE-021,PROD-0022,3,351.42,0.0,Cash,Website
ORD-014951,03-10-2025,CUST-03284,STORE-008,PROD-0164,4,173.69,0.0,Bank Transfer,Mobile App
ORD-011421,29/11/2025,CUST-03946,STORE-026,PROD-0018,3,368.47,55.27,Credit Card,Marketplace
ORD-021236,14/05/2025,CUST-04733,STORE-010,PROD-0119,1,672.7,33.64,Credit Card,Website
ORD-011896,2025-01-27,CUST-02297,STORE-025,PROD-0059,1,346.44,86.61,Wallet,Physical Store
ORD-020926,2025-03-27,CUST-03969,STORE-003,PROD-0049,1,429.22,42.92,Wallet,Physical Store
ORD-013301,2025-03-21,CUST-03779,STORE-005,PROD-0030,2,316.18,0.0,Bank Transfer,Mobile App
ORD-002562,2025-04-03,CUST-01967,STORE-028,PROD-0088,1,290.07,43.51,Cash,Physical Store
ORD-017982,2025-03-10,CUST-01169,STORE-030,PROD-0004,2,215.56,43.11,Credit Card,Physical Store
ORD-014102,03-10-2025,CUST-04598,STORE-015,PROD-0029,1,465.96,23.3,Debit Card,Marketplace
ORD-005573,11-08-2025,CUST-00456,STORE-008,PROD-0102,2,240.44,0.0,Bank Transfer,Physical Store
ORD-011388,26/09/2025,CUST-03269,STORE-017,PROD-0104,1,297.43,0.0,Credit Card,Mobile App
ORD-000275,2025-08-07,CUST-02142,STORE-020,PROD-0138,2,310.83,0.0,Debit Card,Website
ORD-003533,25/03/2025,CUST-02264,STORE-014,PROD-0064,1,190.41,0.0,Bank Transfer,Marketplace
ORD-018000,2025-02-09,CUST-00609,STORE-018,PROD-0088,2,142.57,28.51,Debit Card,Mobile App
ORD-008819,07/12/2025,CUST-02139,STORE-014,PROD-0121,1,187.0,9.35,Credit Card,Marketplace
ORD-004991,01/05/2025,CUST-04029,STORE-012,PROD-0178,2,160.78,16.08,Wallet,Marketplace
ORD-015072,08-11-2025,CUST-01916,STORE-014,PROD-0054,1,207.59,10.38,Cash,Website
ORD-005743,2025-05-16,CUST-03810,STORE-024,PROD-0035,1,372.79,55.92,Cash,Mobile App
ORD-004274,13/05/2025,CUST-04860,STORE-001,PROD-0153,1,480.82,24.04,Wallet,Mobile App
ORD-023799,17/02/2025,CUST-02714,STORE-015,PROD-0064,4,319.36,319.36,Bank Transfer,Marketplace
ORD-008101,2025-07-23,CUST-03883,STORE-026,PROD-0047,5,39.48,19.74,Cash,Physical Store
ORD-016659,07-22-2025,CUST-01972,STORE-001,PROD-0074,1,77.4,0.0,Bank Transfer,Marketplace
ORD-003319,01-25-2025,CUST-03963,STORE-025,PROD-0028,3,545.32,0.0,Wallet,Marketplace
ORD-006632,10-23-2025,CUST-01398,STORE-002,PROD-0050,4,300.7,0.0,Cash,Mobile App
ORD-020522,2025-05-04,CUST-03899,STORE-011,PROD-0097,1,210.71,31.61,Cash,Website
ORD-005406,05/07/2025,CUST-01480,STORE-012,PROD-0145,1,33.53,0.0,Cash,Website
ORD-005325,03/04/2025,CUST-00891,STORE-028,PROD-0115,3,174.15,0.0,Credit Card,Physical Store
ORD-007938,04/11/2025,CUST-02502,STORE-026,PROD-0065,1,138.99,6.95,Cash,Marketplace
ORD-021013,2025-06-06,CUST-03390,STORE-018,PROD-0049,5,429.06,536.33,Credit Card,Website
ORD-001819,2025-12-28,CUST-04332,STORE-004,PROD-0152,1,339.68,16.98,Bank Transfer,Physical Store
ORD-008337,07-25-2025,CUST-03203,STORE-008,PROD-0020,2,473.65,0.0,Credit Card,Marketplace
ORD-018880,03-08-2025,CUST-02752,STORE-005,PROD-0126,1,64.15,9.62,Cash,Physical Store
ORD-000675,2025-07-16,CUST-00396,STORE-027,PROD-0074,4,46.85,0.0,Debit Card,Physical Store
ORD-020405,2025-12-21,CUST-04750,STORE-027,PROD-0073,1,318.06,31.81,Cash,Physical Store
ORD-018133,17/11/2025,CUST-01242,STORE-018,PROD-0040,1,75.46,3.77,Credit Card,Physical Store
ORD-007047,10-13-2025,CUST-03265,STORE-023,PROD-0050,2,299.11,0.0,Debit Card,Mobile App
ORD-023353,20/09/2025,CUST-01733,STORE-001,PROD-0083,3,482.8,144.84,Wallet,Website
ORD-008215,17/09/2025,CUST-02215,STORE-030,PROD-0028,1,315.02,0.0,Bank Transfer,Physical Store
ORD-012115,17/04/2025,,STORE-012,PROD-0023,1,159.06,7.95,Wallet,Website
ORD-022231,2025-01-25,CUST-02377,STORE-029,PROD-0173,1,84.09,8.41,Credit Card,Marketplace
