order_month,region,sales_channel,revenue,gross_profit,gross_margin_pct,units_sold,total_orders,average_order_value,returned_orders,return_amount,return_rate_pct,discount_amount,gross_sales_before_discount,discount_rate_pct,revenue_target,profit_target,revenue_target_achievement_pct,profit_target_achievement_pct
2025-03-01,West,Physical Store,47342.23000000001,21831.720000000005,0.4611468450049776,217,118,401.2053389830509,12,4339.98,0.1016949152542373,3908.54,51250.77,0.0762630493161371,351996.38,94382.48,0.13449635476364846,0.23131115012023423
2025-06-01,West,Marketplace,44102.49,21792.559999999994,0.49413445816778134,169,104,424.0624038461538,9,6342.75,0.08653846153846154,3101.940000000001,47204.42999999999,0.06571290025109934,415803.36,96298.66,0.10606573741972648,0.22630179900737968
2025-08-01,South,Marketplace,43765.649999999994,19522.65000000001,0.4460724335180675,210,123,355.81829268292677,9,1740.1400000000003,0.07317073170731707,3814.1100000000006,47579.759999999995,0.08016244722545891,495131.69,169081.18,0.08839193871836398,0.11546317573605773
2025-01-01,Central,Marketplace,55382.679999999986,27317.739999999998,0.4932542087165158,216,120,461.5223333333332,1,265.34,0.008333333333333333,3262.5800000000013,58645.25999999998,0.05563245861643383,366822.88,94642.94,0.150979350034,0.2886400190019456
2025-02-01,South,Physical Store,38683.939999999995,17103.56,0.442135935481236,157,83,466.0715662650602,6,2094.36,0.07228915662650602,2773.86,41457.8,0.06690803660589804,464657.83,130575.45,0.08325253014675335,0.13098603144771856
2025-08-01,Central,Mobile App,52726.740000000005,25185.289999999994,0.47765687770569526,239,121,435.75818181818187,8,2897.6499999999996,0.06611570247933884,3554.15,56280.88999999999,0.06315020960045231,280700.06,78586.74,0.18784014510007588,0.3204776022010837
2025-04-01,North,Marketplace,37027.65,17805.340000000004,0.48086605550176703,145,86,430.5540697674419,3,885.49,0.03488372093023256,2968.68,39996.33,0.07422381003457067,228463.4,72309.85,0.16207256829759165,0.2462367160213996
2025-05-01,South,Website,46962.30999999999,21158.690000000002,0.45054619331970697,193,105,447.2600952380951,12,5601.450000000001,0.11428571428571428,5387.24,52349.549999999996,0.10290900303823051,406447.71,127941.74,0.11554330076063164,0.1653775382451419
2025-07-01,East,Website,46153.70999999999,21737.08,0.4709714560324621,182,107,431.3430841121495,4,1065.52,0.037383177570093455,3162.08,49315.79000000001,0.06411901745870845,243656.36,74694.9,0.18942132271860251,0.29101156839355835
2025-01-01,South,Marketplace,41335.53,19301.110000000004,0.46693752323969245,170,100,413.3553,1,454.64,0.01,3842.4899999999993,45178.01999999999,0.08505220016282254,408827.65,145325.52,0.1011074715714556,0.13281294297106253
2025-12-01,North,Marketplace,47378.44000000002,23152.72,0.4886762839806459,198,111,426.83279279279293,7,2268.53,0.06306306306306306,2222.4100000000008,49600.84999999999,0.04480588538301261,307667.23,109154.38,0.1539924807721642,0.21210985761634119
2025-09-01,East,Mobile App,44940.04999999998,21695.500000000004,0.48276537298022615,182,99,453.9398989898988,8,3508.3899999999994,0.08080808080808081,2648.0,47588.04999999999,0.05564422160605448,273725.31,76129.11,0.16417937384014647,0.2849829716911179
2025-05-01,West,Website,40327.600000000006,18578.890000000003,0.46069912417302294,176,97,415.7484536082475,10,2572.9,0.10309278350515463,2724.399999999999,43052.000000000015,0.06328161293319702,250477.56,62752.45,0.16100284592360292,0.29606636872345227
2025-08-01,North,Mobile App,27127.580000000005,12625.199999999999,0.46540089458772205,121,74,366.588918918919,4,1094.71,0.05405405405405406,3331.3800000000006,30458.959999999992,0.10937274286449707,250409.82,82311.5,0.10833273231856484,0.15338318460968392
2025-10-01,South,Physical Store,41551.69999999999,19949.86,0.480121390941887,174,106,391.99716981132065,10,3836.8399999999997,0.09433962264150944,3662.3899999999994,45214.089999999975,0.0810010773190393,382237.82,90854.7,0.10870640691703398,0.2195798346150502
2025-06-01,East,Website,50544.100000000006,24046.279999999988,0.4757485047710808,219,131,385.83282442748094,11,5339.269999999999,0.08396946564885496,2821.04,53365.13999999999,0.05286297384397381,408959.15,107820.37,0.1235920506974841,0.22302167948412707
2025-02-01,West,Physical Store,43986.91000000001,19405.219999999998,0.441158972066917,193,105,418.9229523809525,6,2492.13,0.05714285714285714,3801.2300000000005,47788.14000000001,0.07954337624356168,453319.12,154104.01,0.0970329907990645,0.12592287507638508
2025-12-01,East,Mobile App,55103.549999999996,25600.08000000001,0.4645813200782892,224,125,440.8284,10,2255.67,0.08,4864.78,59968.329999999994,0.08112248581876468,377646.34,127319.13,0.14591310483771666,0.20107017696398027
2025-11-01,North,Mobile App,31798.519999999997,14754.3,0.4639932927696006,121,72,441.64611111111105,8,3139.07,0.1111111111111111,2610.2499999999995,34408.76999999999,0.07586002057033717,426444.89,96992.37,0.07456654012198387,0.15211815114941515
2025-04-01,Central,Physical Store,35506.69999999999,16163.209999999995,0.45521577617745385,169,104,341.4105769230768,3,1699.29,0.028846153846153848,2692.3199999999997,38199.01999999999,0.07048138931312899,367793.63,107010.52,0.09653973615584367,0.1510431871558048
2025-02-01,East,Marketplace,48785.44999999999,23324.110000000015,0.47809562072298234,202,108,451.71712962962954,7,2690.75,0.06481481481481481,3201.0599999999995,51986.51000000002,0.06157482008313307,454213.36,141737.76,0.10740646202040378,0.16455819536022026
2025-12-01,Central,Marketplace,39489.90999999999,18743.21,0.4746328872362587,173,116,340.4302586206896,5,1240.03,0.04310344827586207,4323.329999999999,43813.24,0.09867633619426455,261293.55,89638.45,0.1511323566923102,0.20909788154525205
2025-04-01,West,Physical Store,37855.789999999986,18118.71,0.47862453801650967,162,96,394.3311458333332,10,3938.1200000000003,0.10416666666666667,2693.25,40549.03999999998,0.06641957491472059,325818.45,73513.95,0.11618675983511671,0.24646628292997452
2025-05-01,Central,Physical Store,45906.8,22284.430000000004,0.485427649062884,181,103,445.6970873786408,9,4606.900000000001,0.08737864077669903,3121.6000000000004,49028.399999999994,0.06366922028864905,385188.25,106296.78,0.11918016710011274,0.2096435094270965
2025-11-01,Central,Website,37395.969999999994,18219.559999999998,0.48720650915058494,144,93,402.1072043010752,7,5276.610000000001,0.07526881720430108,2729.29,40125.25999999997,0.06801924772574687,251125.63,73390.13,0.1489133944631617,0.24825627097267708
2025-05-01,North,Marketplace,36272.119999999995,16815.79,0.46360096956009195,162,86,421.76883720930226,4,1552.62,0.046511627906976744,2005.9200000000003,38278.03999999999,0.05240393708768789,515312.96,120427.42,0.07038852661497198,0.1396342294802961
2025-06-01,North,Physical Store,47787.21000000001,23176.51,0.48499399734782583,169,92,519.426195652174,3,578.81,0.03260869565217391,3481.450000000001,51268.65999999998,0.06790600729568518,344412.14,98020.0,0.13875007425696437,0.23644674556213016
2025-09-01,South,Website,46973.74,22364.100000000002,0.47609792194532524,187,109,430.95174311926604,9,3495.8100000000004,0.08256880733944955,3528.5100000000007,50502.25000000001,0.06986837220123857,486347.9,171586.46,0.09658464650510468,0.13033720725982692
2025-06-01,South,Physical Store,42562.42,21035.58,0.4942289465683578,180,103,413.2273786407767,7,2123.5099999999998,0.06796116504854369,2351.829999999999,44914.25,0.05236266886344532,510837.65,147806.23,0.08331887831681943,0.14231862892382818
2025-07-01,West,Website,40047.850000000006,18140.04,0.45295914761965994,175,107,374.2789719626169,6,1436.27,0.056074766355140186,3690.4900000000016,43738.340000000004,0.08437654469739823,463763.91,164745.52,0.08635395971195776,0.11010945851516935
2025-10-01,East,Mobile App,45436.87,21705.150000000005,0.4776990580557156,194,112,405.6863392857143,5,1238.2800000000002,0.044642857142857144,3214.06,48650.93,0.06606369086880765,470091.25,128731.62,0.09665542594124013,0.1686077593057557
2025-11-01,East,Website,46174.12,21320.149999999994,0.46173375908409287,210,120,384.78433333333334,7,4671.12,0.058333333333333334,2874.67,49048.790000000015,0.05860837749514308,350867.73,83431.8,0.13159979118056825,0.2555398541083855
2025-01-01,North,Marketplace,38155.459999999985,18224.899999999998,0.4776485462368952,171,91,419.29076923076906,3,2056.07,0.03296703296703297,3006.6099999999983,41162.06999999999,0.07304321672841038,511031.21,145788.28,0.07466365899648278,0.12500936289254524
2025-08-01,West,Physical Store,35956.369999999995,16901.239999999998,0.4700485616317776,167,104,345.7343269230769,8,3941.42,0.07692307692307693,3190.28,39146.64999999999,0.08149560690378363,509498.98,164916.07,0.07057201566919721,0.10248388771330773
2025-09-01,West,Physical Store,35709.740000000005,16326.289999999997,0.45719431169199204,158,93,383.97569892473126,8,2213.9500000000003,0.08602150537634409,2831.82,38541.560000000005,0.07347445199415903,457732.01,129195.97,0.07801451333936642,0.12636841536156274
2025-03-01,North,Website,25325.18,11768.260000000004,0.46468613451118623,126,80,316.56475,8,6079.379999999998,0.1,2186.38,27511.55999999999,0.07947132041948915,491036.87,176091.63,0.05157490515936207,0.0668303201009611
2025-02-01,Central,Website,26144.9,11414.599999999999,0.4365899276723184,135,82,318.84024390243906,2,1798.25,0.024390243902439025,1950.4199999999998,28095.320000000014,0.0694215264321602,251789.77,81218.81,0.10383622813587702,0.14054133519070272
2025-07-01,Central,Website,42602.690000000024,19160.870000000006,0.44975728058486436,192,103,413.61834951456336,8,2948.27,0.07766990291262135,3361.6400000000003,45964.330000000016,0.07313584251092095,518016.88,122720.54,0.08224189528341243,0.15613417281247302
2025-12-01,West,Marketplace,38942.23,17721.379999999997,0.45506844369210486,184,100,389.4223,7,4350.75,0.07,2921.8300000000004,41864.060000000005,0.0697932785305582,246224.3,69777.53,0.15815754172110552,0.25396972349121555
2025-10-01,Central,Mobile App,46221.64,20866.00000000001,0.45143357094209574,196,117,395.05675213675215,6,3947.5800000000004,0.05128205128205128,3703.55,49925.19000000002,0.07418199109507644,385435.55,108823.51,0.11992054183896633,0.19174165582418737
2025-09-01,Central,Physical Store,42880.66000000001,21253.54,0.4956439569726771,183,100,428.8066000000001,7,3719.2500000000005,0.07,2928.08,45808.740000000005,0.06391967995627035,505440.39,111368.07,0.08483821405725017,0.19084051649633507
2025-02-01,North,Physical Store,39101.229999999996,18958.729999999992,0.48486275239934895,168,94,415.97053191489357,6,2176.04,0.06382978723404255,2749.8399999999992,41851.069999999985,0.0657053690622486,380746.51,98119.09,0.10269622694637436,0.19322162486423378
2025-11-01,South,Marketplace,49492.759999999995,22005.960000000014,0.4446298812189907,209,115,430.3718260869565,6,1868.1599999999999,0.05217391304347826,5206.609999999999,54699.36999999998,0.09518592261665904,463085.59,155662.27,0.10687605286962178,0.14136990293151971
2025-01-01,West,Website,53654.31000000001,26572.23000000001,0.4952487507527355,215,114,470.65184210526326,3,3894.12,0.02631578947368421,3547.2099999999996,57201.52,0.06201251295420121,405705.83,109443.69,0.13224929501259572,0.24279362291238546
2025-09-01,North,Physical Store,36065.29,18065.02,0.5008976775176354,157,83,434.52156626506024,3,1688.29,0.03614457831325301,1801.11,37866.40000000001,0.04756485961168739,231481.91,63746.41,0.15580176437977378,0.2833888214253948
2025-10-01,North,Website,30009.77000000001,14866.580000000004,0.4953913342221549,133,81,370.49098765432115,2,507.5,0.024691358024691357,2093.67,32103.440000000002,0.06521637556598296,422778.24,115368.66,0.0709822955883444,0.12886151230325465
2025-07-01,North,Mobile App,29450.79000000001,12602.409999999998,0.427914157820554,142,84,350.604642857143,2,569.94,0.023809523809523808,2793.09,32243.879999999994,0.0866238802526247,273188.13,88370.7,0.10780406161863626,0.1426084663808253
2025-04-01,North,Mobile App,44558.82000000002,21622.649999999998,0.48526083051570906,181,99,450.0890909090911,4,2791.24,0.04040404040404041,3159.0200000000004,47717.84000000002,0.06620207452810101,228463.4,72309.85,0.19503701687009833,0.2990277258215858
2025-01-01,East,Physical Store,46173.86,19689.159999999985,0.4264135595334673,199,110,419.76236363636366,4,650.14,0.03636363636363636,3098.1000000000004,49271.95999999999,0.06287754739206641,248359.49,79092.46,0.18591542445187015,0.24893852081475254
2025-10-01,West,Mobile App,44528.29000000001,20578.96,0.4621547335413059,192,106,420.0782075471699,5,2004.75,0.04716981132075472,4510.41,49038.700000000004,0.09197654097682034,385831.83,86767.46,0.11540854470197548,0.23717370544210925
2025-03-01,West,Website,49769.65999999999,22799.53000000001,0.45810097959278834,202,119,418.23243697478983,7,1728.6100000000001,0.058823529411764705,4522.430000000001,54292.08999999999,0.08329813790554023,351996.38,94382.48,0.14139253363912432,0.24156527779308204
2025-08-01,South,Mobile App,51044.18999999998,23806.879999999997,0.46639744895550317,209,113,451.7184955752211,9,2309.03,0.07964601769911504,4314.319999999999,55358.509999999995,0.07793417850299798,495131.69,169081.18,0.10309214908058092,0.14080147772803572
2025-05-01,South,Physical Store,47439.43999999999,22812.090000000015,0.48086760720615634,194,112,423.56642857142845,10,6253.09,0.08928571428571429,4414.440000000001,51853.87999999999,0.08513229868237444,406447.71,127941.74,0.11671720330273232,0.17830060776100132
2025-02-01,South,Website,36741.970000000016,16863.98,0.45898409911063537,152,96,382.72885416666685,9,3410.75,0.09375,3581.4299999999994,40323.4,0.08881765922516453,464657.83,130575.45,0.07907317520077088,0.12915123018913585
2025-03-01,South,Marketplace,47746.74,22866.97,0.47892212117518396,195,109,438.04348623853207,9,2489.24,0.08256880733944955,5013.349999999999,52760.090000000004,0.09502163472427737,260261.58,72247.08,0.18345673610373073,0.3165106465202469
2025-03-01,East,Mobile App,64507.28999999999,30566.03000000001,0.4738383832276943,247,133,485.0172180451127,13,5782.39,0.09774436090225563,4079.4399999999987,68586.72999999998,0.05947856094028684,256028.95,73083.91,0.25195310920893904,0.4182320020918422
2025-07-01,South,Website,43576.92000000001,21016.519999999997,0.48228557686041124,178,94,463.58425531914907,7,2956.48,0.07446808510638298,2138.1400000000003,45715.060000000005,0.046771020315843403,298891.3,74700.45,0.1457952104996031,0.2813439544206226
2025-11-01,West,Website,33820.07999999999,15686.759999999998,0.4638297721353706,158,92,367.60956521739115,5,4035.4499999999994,0.05434782608695652,2619.7699999999995,36439.849999999984,0.07189299626645007,462658.9,164573.51,0.0730993827201854,0.09531764863008632
2025-01-01,Central,Mobile App,48328.17999999999,23755.869999999995,0.4915531683585022,201,115,420.2450434782608,3,797.1700000000001,0.02608695652173913,3028.0,51356.18000000001,0.05896077161502276,366822.88,94642.94,0.13174799783481334,0.25100519911997654
2025-04-01,East,Marketplace,48618.83999999999,22609.759999999995,0.46504112397580855,201,111,438.0075675675675,8,5390.07,0.07207207207207207,3477.28,52096.119999999995,0.06674738924894984,353620.38,120161.45,0.1374887951876529,0.18816151103369672
2025-08-01,East,Website,55315.33000000001,26609.440000000013,0.4810500091023593,220,119,464.83470588235303,8,2614.43,0.06722689075630252,4759.930000000001,60075.259999999995,0.07923278234667651,433460.73,113072.83,0.12761324422629938,0.23533009654043338
2025-12-01,South,Physical Store,46804.34000000001,22580.56,0.48244585865327866,182,109,429.3976146788992,9,3206.9800000000005,0.08256880733944955,3068.09,49872.42999999999,0.06151875896161468,499946.74,150243.54,0.09361865225883864,0.1502930508692753
2025-06-01,West,Mobile App,37337.14999999999,16631.299999999996,0.44543571215264155,175,99,377.1429292929292,6,3643.5800000000004,0.06060606060606061,2529.4500000000003,39866.59999999999,0.06344784857499763,415803.36,96298.66,0.08979520992807752,0.17270541459247715
2025-06-01,Central,Physical Store,39304.2,17534.269999999993,0.4461169544221736,176,96,409.41875,4,1719.31,0.041666666666666664,2996.4900000000002,42300.68999999998,0.07083785158114446,384507.22,116012.74,0.10221966703252022,0.15114090055971433
2025-08-01,Central,Marketplace,47063.49,21667.9,0.4603972208605865,181,108,435.7730555555555,3,1263.21,0.027777777777777776,3544.31,50607.800000000025,0.07003485628697549,280700.06,78586.74,0.16766469519101634,0.2757195425080618
2025-03-01,Central,Physical Store,35450.85000000001,15267.67,0.4306714789631277,169,104,340.8735576923078,6,3137.3,0.057692307692307696,2507.0599999999995,37957.91000000001,0.06604842047415146,417098.22,129717.6,0.08499400932471017,0.11769929446736603
2025-04-01,South,Mobile App,45898.85999999998,21695.48000000001,0.47268014935447245,179,101,454.4441584158414,8,3721.7700000000004,0.07920792079207921,3316.8900000000012,49215.74999999999,0.06739488883131928,251479.82,77653.35,0.18251508212468093,0.27938884800205027
2025-01-01,South,Mobile App,49407.59999999999,22876.050000000003,0.4630067034221457,189,106,466.10943396226406,3,774.3599999999999,0.02830188679245283,3893.31,53300.90999999998,0.07304396866770195,408827.65,145325.52,0.1208519042192963,0.15741247648726805
2025-07-01,East,Physical Store,60407.559999999976,27104.780000000002,0.4486984741644922,253,138,437.73594202898533,4,1133.3899999999999,0.028985507246376812,5424.7400000000025,65832.3,0.0824024073289252,243656.36,74694.9,0.24792112957773801,0.3628732349865922
2025-05-01,East,Mobile App,44081.19000000001,19028.479999999992,0.4316689272680703,207,124,355.49346774193555,14,3291.18,0.11290322580645161,3809.6199999999994,47890.80999999999,0.0795480385485232,,,,
2025-11-01,East,Mobile App,51095.23,23563.93000000001,0.4611767086673259,212,111,460.31738738738744,5,2238.4900000000002,0.04504504504504504,4166.62,55261.850000000006,0.07539776536616127,350867.73,83431.8,0.1456253329424168,0.282433436651253
2025-06-01,North,Marketplace,45731.830000000016,22642.550000000014,0.4951157651027743,176,96,476.3732291666668,6,4334.1900000000005,0.0625,3555.5599999999995,49287.39000000003,0.07213934436374085,344412.14,98020.0,0.1327822822970178,0.2309992858600287
2025-05-01,West,Mobile App,38425.320000000014,17024.829999999998,0.4430628033806873,165,95,404.4770526315791,6,1909.23,0.06315789473684211,3159.2200000000007,41584.54000000001,0.07597102192305122,250477.56,62752.45,0.15340823345612284,0.2713014392266756
2025-12-01,West,Physical Store,54365.600000000006,25708.929999999982,0.47288965816619294,215,111,489.78018018018025,10,4915.48,0.09009009009009009,3419.7400000000002,57785.33999999999,0.05918006193266321,246224.3,69777.53,0.22079705374327396,0.3684413879367754
2025-04-01,West,Marketplace,42432.82,21130.08000000001,0.4979654899203025,165,106,400.3096226415094,9,2548.0899999999997,0.08490566037735849,2129.24,44562.06000000001,0.04778145355039689,325818.45,73513.95,0.13023455240180534,0.28742952868129124
2025-12-01,East,Website,52258.48999999998,23902.78999999999,0.45739534379963903,231,132,395.8976515151514,9,3367.9,0.06818181818181818,4928.48,57186.96999999999,0.08618186975109891,377646.34,127319.13,0.13837944252286408,0.1877391873475729
2025-09-01,North,Marketplace,31393.18999999999,13104.869999999994,0.417443082400992,148,88,356.7407954545454,7,2725.73,0.07954545454545454,4362.369999999999,35755.55999999998,0.12200536084457916,231481.91,63746.41,0.13561832974334795,0.20557816510765065
2025-09-01,West,Marketplace,50197.15,24171.59000000002,0.4815331149278399,221,130,386.1319230769231,10,4817.13,0.07692307692307693,3640.3800000000015,53837.52999999998,0.06761788663038595,457732.01,129195.97,0.10966493254426318,0.18709244568541897
2025-06-01,South,Marketplace,48115.22,21585.90000000001,0.4486293526248037,203,119,404.3295798319328,11,7096.209999999999,0.09243697478991597,4754.009999999999,52869.23,0.08992016717474416,510837.65,147806.23,0.09418886802881503,0.14604188199644905
2025-07-01,North,Website,28287.339999999997,13507.580000000004,0.47751326211655126,120,70,404.1048571428571,9,5222.26,0.12857142857142856,2776.0000000000005,31063.339999999986,0.08936579260311356,273188.13,88370.7,0.10354527482581324,0.15285134099877
2025-07-01,Central,Mobile App,52029.790000000015,24279.929999999986,0.4666543916475538,205,115,452.43295652173924,8,3241.64,0.06956521739130435,4217.890000000001,56247.68,0.0749878039414248,518016.88,122720.54,0.1004403370021456,0.19784732042411146
2025-09-01,South,Mobile App,31400.930000000004,12766.32,0.40655865924990114,168,98,320.41765306122454,9,2535.03,0.09183673469387756,3308.5599999999995,34709.490000000005,0.09532148124331412,486347.9,171586.46,0.06456474881458314,0.07440167481746521
2025-12-01,Central,Physical Store,45435.23000000001,21701.139999999996,0.477628043260703,181,113,402.0816814159293,6,1795.9900000000002,0.05309734513274336,3269.18,48704.41,0.06712287449945496,261293.55,89638.45,0.173885769472687,0.24209633254479518
2025-09-01,Central,Marketplace,40069.64999999999,17781.559999999994,0.44376629194415224,177,97,413.0891752577318,11,4456.6,0.1134020618556701,4432.91,44502.55999999999,0.09961022467022124,505440.39,111368.07,0.07927670758563633,0.1596647944065116
2025-10-01,Central,Website,45313.88,22502.709999999995,0.49659640710528424,181,106,427.4894339622641,9,4422.48,0.08490566037735849,3444.2300000000005,48758.10999999999,0.07063912034326189,385435.55,108823.51,0.11756538803958275,0.2067816963448431
2025-10-01,North,Mobile App,40877.30000000002,19773.19,0.4837205490577898,155,88,464.51477272727294,9,4538.049999999999,0.10227272727272728,3086.04,43963.34000000001,0.07019575855701589,422778.24,115368.66,0.09668733187403405,0.17139134666208308
2025-04-01,Central,Marketplace,47047.150000000016,23226.99999999999,0.49369621751795767,188,97,485.0221649484538,8,1899.3500000000004,0.08247422680412371,3466.5699999999997,50513.719999999994,0.06862630588283739,367793.63,107010.52,0.12791725076913382,0.2170534261491299
2025-05-01,North,Physical Store,44491.97,20948.39,0.4708352990438499,168,94,473.31882978723405,8,3549.33,0.0851063829787234,3710.0200000000004,48201.98999999998,0.07696819156221563,515312.96,120427.42,0.08633970703938826,0.17395033456666265
2025-08-01,North,Website,33233.69999999999,14930.830000000002,0.4492677613386414,174,91,365.2054945054944,4,1023.6500000000001,0.04395604395604396,2403.3099999999995,35637.00999999999,0.06743859824379207,250409.82,82311.5,0.13271723928398652,0.18139421587506
2025-11-01,North,Website,38881.29,19028.600000000006,0.48940248638869766,155,95,409.27673684210527,6,2187.12,0.06315789473684211,2343.7300000000005,41225.019999999975,0.05685212523850812,426444.89,96992.37,0.09117541542120483,0.19618656601545056
2025-05-01,Central,Marketplace,39555.46999999998,19467.12,0.49214735661085585,157,88,449.493977272727,9,1394.08,0.10227272727272728,2843.3200000000006,42398.789999999986,0.06706134774129172,385188.25,106296.78,0.1026912684901473,0.18313931993048144
2025-10-01,East,Website,49281.37999999999,23223.269999999993,0.47123822425427203,209,109,452.1227522935779,4,4314.28,0.03669724770642202,3029.0400000000004,52310.41999999996,0.05790509806650382,470091.25,128731.62,0.10483364665902628,0.18040066613004632
2025-06-01,East,Mobile App,58433.599999999984,28249.120000000003,0.4834396648503602,224,128,456.5124999999999,5,1901.0,0.0390625,5052.07,63485.670000000006,0.0795781158173175,408959.15,107820.37,0.1428837085562213,0.2620016978238899
2025-12-01,North,Physical Store,40631.909999999996,19616.58,0.48278754309113214,187,95,427.70431578947364,8,3968.31,0.08421052631578947,2831.5099999999993,43463.42000000001,0.06514696726580647,307667.23,109154.38,0.13206447108455457,0.17971408934758276
2025-11-01,Central,Mobile App,44125.819999999985,20925.290000000008,0.4742187227342181,183,96,459.64395833333316,9,5522.990000000001,0.09375,3868.790000000001,47994.61,0.08060884336803656,251125.63,73390.13,0.17571213260868668,0.2851240350712011
2025-03-01,North,Mobile App,34305.18000000001,15083.390000000003,0.43968257854936194,147,90,381.16866666666675,11,3752.25,0.12222222222222222,1889.87,36195.049999999996,0.05221349328153988,491036.87,176091.63,0.06986273759850255,0.08565648463813982
2025-07-01,West,Mobile App,46183.48000000002,20552.070000000014,0.44500912447481233,198,109,423.70165137614697,14,5361.339999999999,0.12844036697247707,3578.549999999999,49762.03000000001,0.07191326398862743,463763.91,164745.52,0.0995840318838092,0.12475040292446202
2025-10-01,South,Marketplace,36895.08000000001,17361.769999999997,0.4705714149420463,171,96,384.3237500000001,10,5278.639999999999,0.10416666666666667,3861.4900000000002,40756.57000000001,0.09474521531129827,382237.82,90854.7,0.09652388662116168,0.1910938014213904
2025-02-01,East,Physical Store,54749.65,25372.700000000008,0.4634312730766317,223,125,437.9972,9,4810.71,0.072,4076.7699999999995,58826.420000000006,0.06930168451522291,454213.36,141737.76,0.12053729551239974,0.1790115774370923
2025-02-01,North,Marketplace,33772.73,16051.9,0.4752917516588087,145,88,383.7810227272728,2,839.55,0.022727272727272728,2385.3600000000006,36158.09,0.06597029876301544,380746.51,98119.09,0.08870135145821822,0.163596095316416
2025-11-01,South,Physical Store,34770.72,16892.53,0.48582629292692237,155,94,369.9012765957447,8,3044.3399999999997,0.0851063829787234,2844.5899999999997,37615.30999999998,0.07562319704396962,463085.59,155662.27,0.07508486714086698,0.10852038840240477
2025-02-01,West,Marketplace,39405.69999999999,18065.459999999995,0.45844788951852145,191,106,371.75188679245275,4,1184.01,0.03773584905660377,2971.75,42377.45000000002,0.07012573904281637,453319.12,154104.01,0.0869270636544075,0.11722900656511141
2025-09-01,East,Website,50374.12,24207.779999999995,0.4805598589116791,199,121,416.3150413223141,6,2877.74,0.049586776859504134,4756.619999999998,55130.740000000034,0.0862789071940626,273725.31,76129.11,0.18403164837040464,0.3179832261272987
2025-08-01,West,Marketplace,35288.11999999999,16368.79,0.46386120881475146,151,90,392.0902222222221,6,3072.83,0.06666666666666667,2797.3299999999995,38085.450000000004,0.07344878424700244,509498.98,164916.07,0.06926043306308481,0.09925527572904205
